Make	Model	Buyer Gender	Buyer Age	Country	City	Dealer Latitude	Dealer Longitude	Color	New Car	Purchase Date	Sale Price	Discount	Resell Price	5-yr Depreciation	Top Speed	0-60 Time
Ford	Windstar	Female	42	China	Baiyun	23.157289	113.273288	Turquoise	TRUE	2/1/2016	21227.95	0.2947	9957.2	0.14	218.2	4.2
Toyota	Supra	Male	49	Argentina	Hernando	35.20105	-91.8318333	Crimson	TRUE	3/9/2013	18411.47	0.4081	5438.61	0.03	173.7	11.4
Infiniti	FX	Male	73	China	Yangpu	31.259822	121.525727	Turquoise	FALSE	6/1/2019	77598.36	0.6926	47008.87	0.02	241.7	4.2
Isuzu	Ascender	Male	26	Poland	Wyszki	52.8522051	23.0334561	Blue	TRUE	8/2/2002	60247.33	0.2846	7108.64	0.1	239.8	2.9
Chevrolet	Malibu	Female	37	Brazil	Paranavaí	-23.0821226	-52.4622155	Mauv	TRUE	9/5/2017	62489.68	0.6951	25162.04	0.11	229.5	12.2
Subaru	Leone	Male	54	Poland	Czarna Woda	53.84455	18.09998	Aquamarine	FALSE	19/01/2006	73318.74	0.6547	40829.91	0.12	179	8.9
Bentley	Continental	Male	36	China	Lincheng	37.444498	114.498761	Khaki	TRUE	21/03/2002	85409.4	0.3071	23575.07	0.22	194.1	8.1
Nissan	Titan	Male	74	Indonesia	Sukorejo	-7.1477523	109.9854145	Purple	TRUE	8/9/2006	96211.69	0.0422	18772.59	0.24	216	14.9
Mitsubishi	3000GT	Female	21	Brazil	Laguna	-28.4748354	-48.7837539	Puce	TRUE	15/06/2018	17575.1	0.6538	48950.22	0.25	159.9	5
Pontiac	Bonneville	Male	60	France	Paris La Défense	48.890054	2.2372792	Goldenrod	TRUE	7/10/2016	50886.82	0.1642	4797.02	0.16	246.3	7.5
Volkswagen	Cabriolet	Male	28	Indonesia	Bantul	-7.8748176	110.3255365	Blue	TRUE	25/01/2008	56076.88	0.662	5903.9	0.13	131.7	14.4
Audi	A3	Female	46	Peru	Caminaca	-15.3238828	-70.0737598	Yellow	FALSE	24/05/2007	11463.85	0.6678	46124.05	0.08	228.8	4.9
Audi	RS 4	Female	54	Indonesia	Mernek	-7.6179234	109.1850317	Red	FALSE	19/01/2003	83873.34	0.1643	11424.94	0.19	140.7	5.1
Chevrolet	Caprice	Male	29	Philippines	Consolacion	10.3753838	123.9555544	Indigo	TRUE	28/04/2007	19109.14	0.4334	16372.44	0.03	138.5	4.2
Audi	RS 6	Male	42	Greece	Atsipópoulon	35.3527256	24.4345055	Aquamarine	TRUE	11/2/2018	24599.38	0.6628	2823.28	0.02	188.5	9.9
BMW	525	Female	41	Russia	Trudobelikovskiy	45.2697992	38.148163	Maroon	TRUE	2/6/2016	42512.55	0.381	28989.36	0.23	171.5	4.6
Ford	Crown Victoria	Female	51	Czech Republic	Žab?ice	49.0054448	16.598735	Pink	FALSE	25/10/2013	81864.77	0.367	33168.53	0.2	245.6	9.3
Chevrolet	SSR	Female	31	China	Wuli	29.893672	110.346166	Puce	TRUE	25/11/2003	13082.69	0.1799	13457.75	0.14	190.3	10.6
Mitsubishi	Lancer Evolution	Male	58	Saint Kitts and Nevis	Basseterre	17.3026058	-62.7176924	Crimson	TRUE	31/03/2014	72685.36	0.0705	9118.87	0.1	217.9	14.2
Honda	Element	Female	73	Indonesia	Wlingi	-8.12938	112.320999	Pink	FALSE	21/11/2009	68567.87	0.534	4092.84	0.06	207	10.4
Buick	LeSabre	Female	55	Nigeria	Igede-Ekiti	7.6705223	5.1249662	Indigo	TRUE	25/06/2010	90966.89	0.4287	46548.2	0.25	131.8	10
Mercedes-Benz	S-Class	Male	36	Nigeria	Obubra	6.085685	8.3280086	Blue	TRUE	9/6/2004	37504.86	0.0505	39077.36	0.21	231.6	7.2
Volkswagen	Passat	Male	44	Colombia	Andalucía	4.168711	-76.167375	Fuscia	TRUE	4/3/2016	67915.01	0.1112	44626.08	0.16	235.3	12.8
Infiniti	M	Female	49	China	Chating	32.0359229	118.7436309	Green	TRUE	5/4/2017	81891.19	0.6768	36800.05	0.05	130.2	11.9
Cadillac	Sixty Special	Male	69	Indonesia	Tireman Timur	-6.7076379	111.3709499	Maroon	FALSE	24/03/2010	72443.84	0.2184	42359.48	0.06	241.2	10.4
Mitsubishi	Montero	Female	75	Philippines	Manoc-Manoc	11.9415629	121.9426647	Turquoise	TRUE	13/09/2010	84135.88	0.4647	16014.65	0.1	213.5	2.5
Volkswagen	Jetta	Female	59	Bangladesh	H?j?ganj	23.6367493	90.5074729	Blue	FALSE	16/02/2016	47138.62	0.2366	27627.74	0.02	208.4	8.7
Infiniti	I	Male	26	China	Chengshan	37.363389	122.552273	Pink	TRUE	16/09/2012	64053.15	0.1178	8490.89	0.04	237.8	7.8
Jeep	Commander	Female	45	China	Fengjia	27.791393	110.864121	Orange	FALSE	14/11/2020	11381.55	0.0529	13486.86	0.18	247.5	5.4
Kia	Soul	Female	64	Yemen	Al Nashmah	13.39028	43.96833	Goldenrod	FALSE	31/07/2015	74842.4	0.4802	9406.21	0.1	175.2	8.7
Mercury	Sable	Male	46	Bosnia and Herzegovina	Srebrenik	44.7074706	18.4918915	Teal	TRUE	27/03/2005	25573.97	0.6378	47075.06	0.04	247.6	12.3
Toyota	Celica	Female	55	Indonesia	Sukasetia	-7.2310934	108.1324906	Aquamarine	FALSE	2/11/2013	36553.76	0.4482	4887.22	0.04	243.3	12.1
Chevrolet	Silverado 3500	Male	61	Philippines	Estaca	9.6625019	123.8565287	Green	TRUE	28/07/2008	62950.57	0.0711	24322.45	0.18	137.9	7.4
Acura	NSX	Female	26	China	Junliangcheng	39.059554	117.457493	Mauv	TRUE	18/03/2020	90390.3	0.2641	3562.32	0.08	237	11.7
Eagle	Vision	Male	63	China	Xintai	35.909032	117.767952	Yellow	FALSE	6/5/2006	39469.41	0.3652	20935.39	0.14	137.8	13
Dodge	Avenger	Male	40	Russia	Drakino	51.1373971	39.3988465	Puce	TRUE	23/05/2008	97427.11	0.5776	39435.44	0.25	168.1	5.8
Mitsubishi	Endeavor	Female	45	South Africa	Tugela Ferry	-28.7415512	30.461686	Yellow	FALSE	16/04/2014	42024.01	0.2731	48423.29	0.14	168.3	5.2
Toyota	RAV4	Male	55	China	Xinshi	23.199183	113.256439	Turquoise	FALSE	10/3/2013	80646.18	0.3383	34339.07	0.16	163.9	11.1
Saab	900	Male	30	France	Marne-la-Vallée	48.8383589	2.6618245	Yellow	FALSE	16/05/2004	94445.17	0.0195	42404.67	0.12	226.9	12.5
Isuzu	Hombre Space	Male	61	Portugal	Freiria	39.3442902	-8.9534587	Aquamarine	TRUE	18/07/2004	80818.37	0.1845	31945.25	0.21	171.4	5.4
Ford	Ranger	Male	60	Haiti	Petite Anse	19.6300952	-73.1554281	Orange	FALSE	7/2/2009	24141.45	0.0651	45607.55	0.09	169.2	13.7
Nissan	Pathfinder	Female	43	China	Daba	32.165	108.8822222	Violet	FALSE	11/7/2011	28974.5	0.4059	9966.34	0.12	188.9	4.2
Ford	Thunderbird	Female	38	Denmark	Frederiksberg	55.6780762	12.5444055	Red	TRUE	21/06/2010	52853.08	0.0408	10523.09	0.2	240.6	6.2
GMC	2500 Club Coupe	Female	36	Bangladesh	Narail	23.1656982	89.4990219	Red	FALSE	17/03/2014	29223.36	0.008	29936.67	0.22	201.9	13.5
Chevrolet	Suburban 2500	Female	37	China	Wangyi Zhendian	31.325748	113.393516	Mauv	FALSE	10/10/2013	31017.79	0.0484	11566.86	0.2	200.8	10.7
Jeep	Grand Cherokee	Male	42	Netherlands	Waalwijk	51.6773339	5.0633742	Crimson	TRUE	19/02/2016	47326.01	0.0781	28053.79	0.21	171.2	11
Ford	F-Series Super Duty	Male	20	Brazil	Poá	-23.5198964	-46.3408798	Yellow	TRUE	17/09/2016	73202.98	0.6937	36964.4	0.05	233.3	7
Aston Martin	DB9	Female	63	Albania	Roshnik	40.7316367	20.0427329	Red	TRUE	22/06/2015	90229.47	0.4445	14364.41	0.22	237.9	4.8
GMC	Yukon	Male	58	Indonesia	Pabuaran	-6.4544294	106.8502879	Khaki	FALSE	30/05/2003	72906.46	0.3248	22767.89	0.03	232.8	2.4
Jeep	Wrangler	Male	66	United Kingdom	Newtown	51.3684218	-1.3218754	Violet	FALSE	27/10/2014	46476.35	0.0692	40952.49	0.16	247.5	7.1
Ford	Escape	Male	45	Portugal	Sanguinheira	40.3206366	-8.708013	Orange	TRUE	31/12/2014	60928.44	0.4367	20572.42	0.1	124.9	5.8
Ford	Thunderbird	Male	52	Japan	Kawaguchi	38.7933106	140.2234077	Crimson	FALSE	14/10/2018	71869.38	0.4747	46255.92	0.2	123.4	3.8
Toyota	Previa	Male	45	Indonesia	Kadumelati	-6.2434343	106.5618306	Pink	TRUE	11/7/2007	93397.33	0.3077	45081.37	0.07	161.5	8.7
Dodge	Nitro	Female	31	China	Beisijia	26.0824759	119.2969454	Blue	TRUE	16/04/2014	87584.1	0.5143	21711.63	0.07	210.8	13.2
Dodge	Avenger	Male	56	Russia	Losevo	59.925597	30.3406369	Yellow	TRUE	25/07/2018	24817.92	0.3491	34005.58	0.1	129.4	14.3
Subaru	Brat	Male	62	Slovenia	Puconci	46.7046395	16.1572755	Purple	TRUE	6/6/2003	11146.97	0.0074	49375.24	0.16	157.5	14.6
Toyota	Land Cruiser	Female	62	Colombia	El Retiro	6.060955	-75.502582	Red	TRUE	5/3/2005	60789.7	0.4815	32570.75	0.03	160.9	11.8
Honda	Accord	Female	58	Vietnam	T?m Vu	10.4452129	106.4729811	Teal	TRUE	25/10/2013	12328.16	0.3604	43804.33	0.24	221.1	13
Suzuki	Daewoo Lacetti	Female	66	Malaysia	Shah Alam	3.0100681	101.5326734	Red	TRUE	2/2/2020	50140.17	0.5811	6729.88	0.17	128.3	13.7
BMW	745	Female	56	Czech Republic	Moutnice	49.0492373	16.7374199	Orange	TRUE	15/01/2017	29970.49	0.6935	18117.43	0.09	226.3	12.4
Chevrolet	Blazer	Female	59	China	Shangjing	24.390595	114.522393	Pink	FALSE	27/01/2006	24555.99	0.4212	30831.12	0.09	196.9	6.8
Mazda	MPV	Female	51	France	Paris 07	43.4945737	5.8978018	Violet	FALSE	30/08/2010	41071.37	0.4792	6474.76	0.2	157.3	12
Jeep	Wrangler	Male	74	Colombia	Funes	1.001167	-77.448926	Turquoise	FALSE	23/05/2004	90338.63	0.6346	12996.17	0.2	156.9	5.5
Jeep	Comanche	Female	37	Venezuela	Táriba	7.8193502	-72.2238815	Orange	TRUE	11/3/2006	51070.81	0.4482	46751.2	0.03	144.6	12.8
Pontiac	Sunfire	Female	74	Indonesia	Gombangan	-8.3526057	112.5814255	Khaki	TRUE	27/05/2007	72882.62	0.2409	41232.03	0.06	125.7	9.7
Buick	Park Avenue	Female	52	Yemen	Ash Shaykh ‘Uthm?n	12.87678	44.99309	Turquoise	FALSE	16/12/2009	80704.47	0.3224	45295.05	0.23	189.2	8.2
Ford	Mustang	Male	24	Argentina	Capilla del Monte	-31.4753699	-64.2123183	Pink	FALSE	11/9/2020	19197.3	0.3005	45882.69	0.06	156.9	9.2
BMW	545	Female	42	China	Wangshi	39.9810986	116.4217216	Khaki	FALSE	27/03/2015	85550.27	0.1598	17989.34	0.06	231	6.2
Land Rover	Freelander	Male	29	Portugal	Tapada das Mercês	38.796352	-9.3311668	Yellow	FALSE	8/10/2004	64147.09	0.0268	35534.87	0.2	137.4	8.6
Lamborghini	Diablo	Male	73	China	Gubo	24.564073	108.525769	Blue	FALSE	5/1/2010	15506.93	0.52	41664.54	0.17	141.3	12.8
Mercedes-Benz	CL-Class	Female	30	China	Yangqiaodian	28.369399	116.546998	Maroon	TRUE	9/7/2009	35869.09	0.5297	15160.73	0.21	240.2	13.6
Acura	Vigor	Female	45	Russia	Neya	55.983852	92.8465307	Aquamarine	TRUE	23/12/2011	32706.19	0.514	5155.45	0.05	155.7	11.7
Cadillac	SRX	Male	75	Indonesia	Klagen	-7.541449	111.8956112	Crimson	TRUE	15/03/2017	63368.35	0.5126	7957.65	0.06	121.6	3.4
Subaru	Forester	Female	48	Croatia	Runovi?	43.3765475	17.2311774	Violet	FALSE	8/8/2009	67212.31	0.2846	47496.67	0.25	153.2	14.2
Ford	Festiva	Male	61	China	Hongcheng	40.417547	117.504737	Teal	TRUE	31/01/2007	29256.1	0.1438	2412.67	0.08	235.1	3.9
Audi	S8	Female	33	Azerbaijan	Ar?q?ran	40.53971	45.61414	Purple	TRUE	20/03/2019	72457.75	0.188	4549.12	0.05	244	7.8
Oldsmobile	88	Female	61	Bangladesh	Bera	24.076563	89.61457	Indigo	TRUE	27/10/2019	56348	0.661	18868.1	0.14	193.2	8
Pontiac	Fiero	Male	72	China	Tanbuqiao	29.00701	117.62965	Blue	TRUE	9/9/2016	53493.29	0.3575	29901.98	0.1	166.9	12.5
Volvo	XC60	Male	49	Armenia	Kasakh	40.2355256	44.4514419	Teal	FALSE	3/6/2018	67536.52	0.2823	35201.63	0.06	244.4	8.6
Subaru	B9 Tribeca	Male	66	Ireland	Midleton	51.9138694	-8.1722173	Green	TRUE	22/12/2018	67854.75	0.6828	35270.86	0.05	179.8	7.5
Oldsmobile	Alero	Female	72	Indonesia	Cidadap	-6.8639965	107.6067354	Blue	TRUE	12/5/2009	72933.96	0.177	49895.14	0.2	206.7	6.9
Nissan	JUKE	Female	29	Brazil	Guaratinguetá	-22.8140057	-45.1904004	Maroon	FALSE	7/6/2011	96206.11	0.2583	15729.41	0.25	200	9.4
Nissan	Rogue	Male	64	Portugal	Ferraria	39.6756105	-8.9783717	Fuscia	TRUE	25/08/2005	72384.95	0.5529	27368.3	0.18	223.4	7.7
Buick	Terraza	Female	31	China	Guanqing	31.015709	117.205832	Violet	TRUE	27/09/2011	27717.07	0.4076	33867.56	0.01	221.9	4.1
Mazda	RX-7	Male	44	Russia	Mgachi	28.653113	77.189308	Purple	FALSE	5/10/2005	15983.02	0.3696	7402.09	0.24	148	14
Jaguar	XJ Series	Male	74	Paraguay	Las Palomas	-25.2935305	-57.5793046	Violet	FALSE	25/10/2017	85088.28	0.6045	30318.7	0.19	196	14.2
Daewoo	Lanos	Male	39	Indonesia	Blumbang	-7.37242	110.6973469	Maroon	FALSE	11/2/2006	85960.15	0.2323	9290.25	0.1	218.4	4.8
Toyota	Sienna	Male	54	Syria	Tall Sal?ab	35.2593608	36.3768911	Yellow	TRUE	19/11/2002	57394.2	0.6892	22659.14	0.17	221.8	11.4
Audi	A8	Female	51	Poland	Szczaniec	52.2245965	15.6833708	Purple	FALSE	28/02/2010	94189.97	0.3733	44641.19	0.05	127.5	11.9
GMC	Yukon XL 2500	Female	49	Greece	Kokkónion	37.9706037	22.780253	Fuscia	FALSE	28/10/2007	84765.55	0.5728	41344.82	0.06	189.4	11.4
Ford	Escape	Male	22	France	Aubenas	44.2136985	3.9996505	Mauv	FALSE	31/10/2008	55361.33	0.5056	8374.41	0.05	202	11.9
GMC	Savana 3500	Male	35	Thailand	Si Mahosot	13.8524315	101.4230264	Indigo	FALSE	29/08/2003	46557.5	0.4258	6696.84	0.2	170.2	6.6
Ford	E350	Male	25	China	Yingchuan	38.487193	106.230908	Maroon	FALSE	16/04/2007	86448.93	0.0797	2100.97	0.12	121.8	6.3
Land Rover	Defender 110	Female	45	France	Angers	47.4441206	-0.5572458	Orange	FALSE	27/05/2019	27887.1	0.0783	24096.58	0.03	249.9	3.1
Aston Martin	DB9	Female	65	Japan	Hobaramachi	37.8199686	140.5540146	Red	TRUE	9/5/2018	12849.58	0.417	42421.15	0.16	147	9.4
Lexus	LS	Male	47	Japan	Nago	35.5205328	135.7708561	Goldenrod	TRUE	10/7/2016	83069.09	0.5823	15758.72	0.08	172.6	13
Toyota	T100	Female	27	Albania	Suç	41.5722945	20.0523019	Puce	TRUE	3/9/2012	16294.18	0.1671	42755.61	0.1	135	5.7
Mitsubishi	Lancer	Female	23	Thailand	Samut Sakhon	13.5497754	100.2740821	Yellow	TRUE	21/10/2010	58850.28	0.4566	17208.59	0.15	174.8	7.5
Cadillac	DTS	Male	75	Argentina	Florencio Varela	-34.6698749	-58.5616502	Violet	TRUE	17/04/2014	30299.79	0.0396	6992.71	0.12	248.3	4.5
Plymouth	Neon	Male	41	Thailand	Bang Phae	13.6784265	99.9576849	Yellow	TRUE	4/2/2009	43164.06	0.6839	39906.78	0.19	219.6	9.2
Nissan	240SX	Male	56	China	Nanhuatang	28.682892	115.858197	Green	FALSE	23/06/2011	99685.82	0.3823	11000	0.16	124.3	14.4
BMW	M5	Female	44	Finland	Rautjärvi	61.3294177	29.1257738	Teal	FALSE	9/3/2008	90160.61	0.2708	5173.66	0.06	229	7.8
Ford	F-Series	Female	37	China	Shuangtang	29.4099289	120.1289162	Pink	FALSE	11/4/2018	72056.06	0.4687	23683.66	0.05	146.9	3.4
Mitsubishi	L300	Male	72	Peru	Zepita	-16.4981761	-69.1014935	Purple	FALSE	17/02/2018	48076.33	0.3793	11192.73	0.24	222	11.3
Pontiac	Grand Am	Female	47	China	Gongping	29.265836	103.552514	Purple	FALSE	20/02/2002	48422.13	0.189	36909.21	0.07	164.4	11.7
Toyota	4Runner	Female	63	Kiribati	Rawannawi Village	2.0516556	173.2633123	Blue	TRUE	26/11/2004	35652.45	0.583	23316.92	0.05	132	10.9
Ford	Ranger	Female	23	Indonesia	Krajan	-7.5450262	111.6556388	Mauv	FALSE	19/09/2009	55001.74	0.572	3218.31	0.08	144	2.8
Dodge	Grand Caravan	Male	49	China	Delingha	37.369435	97.360984	Pink	FALSE	9/2/2003	99586.89	0.0682	25555.15	0.17	140.9	4.7
Nissan	Xterra	Male	33	China	Wubao	37.452068	110.739673	Orange	TRUE	24/07/2002	54102.91	0.1627	22508.84	0.02	247.8	9.5
Nissan	Frontier	Female	66	France	La Roche-sur-Yon	46.7152613	-1.4517985	Red	TRUE	15/11/2009	29632.58	0.2643	43904.36	0.04	219	8.5
Lexus	SC	Male	37	China	Huwei	30.7998721	103.8280655	Turquoise	TRUE	1/3/2014	12121.09	0.3149	42416.87	0.1	208.6	5.4
Acura	RL	Male	75	Argentina	San Salvador de Jujuy	-24.1959097	-65.2939441	Violet	TRUE	19/03/2006	99303.08	0.4621	7735.35	0.11	186.5	5
Dodge	Ram 3500	Female	75	Nigeria	Ngurore	9.2894242	12.2416715	Crimson	TRUE	14/09/2014	76826.43	0.5059	20484.64	0.09	143.3	14.1
Toyota	MR2	Male	20	South Africa	Rosebank	-26.1514859	28.044486	Yellow	TRUE	5/12/2009	45107.21	0.4927	18820.1	0.2	158.6	5.4
Mazda	Mazda6	Male	28	Philippines	La Paz	14.6602787	120.989116	Crimson	TRUE	9/3/2014	13619.15	0.2131	44263.64	0.2	160	3.8
Ford	F250	Female	26	Indonesia	Batuidu	-10.6235959	123.409084	Aquamarine	FALSE	23/04/2019	98972.79	0.1611	23053.41	0.21	148.8	2.7
Chevrolet	Sportvan G30	Female	36	Portugal	Santa Eulália	37.0901727	-8.2111164	Violet	FALSE	7/4/2019	98060.62	0.2141	38165.32	0.14	132.9	14.5
Honda	Civic	Male	75	Germany	Braunschweig	52.2802311	10.5390217	Yellow	FALSE	21/04/2010	77770.35	0.3374	4621.44	0.18	123.7	11.9
Mitsubishi	Cordia	Female	44	Hungary	Budapest	47.440449	19.1700809	Khaki	FALSE	3/8/2006	65860.08	0.5158	12253.27	0.24	143.9	8
Hyundai	Elantra	Male	34	Sweden	Stockholm	59.334679	18.0899315	Crimson	TRUE	13/06/2017	66646.04	0.5956	18864.89	0.11	131	6.5
Porsche	928	Female	63	Russia	Chesma	53.806717	60.657365	Mauv	FALSE	13/01/2005	58196.93	0.0627	17796.7	0.22	167.5	13.9
Mercedes-Benz	S-Class	Female	41	Venezuela	Obispos	8.6093813	-70.1024147	Teal	FALSE	3/6/2015	11905.38	0.432	5317.26	0.2	207.6	6.2
Hyundai	Sonata	Male	60	United States	Sparks	39.603484	-119.7078532	Goldenrod	FALSE	2/7/2014	22276.49	0.4305	6842.35	0.2	197.2	4.8
Toyota	Sienna	Female	47	Japan	Ishinomaki	38.3508588	141.4219969	Goldenrod	TRUE	13/11/2008	29585.12	0.081	42216.03	0.24	232.2	10.2
Dodge	Dakota	Male	66	France	Décines-Charpieu	45.7593122	4.969422	Indigo	TRUE	7/12/2005	54672.45	0.5029	22846.02	0.2	195.8	12.4
Ford	EXP	Female	29	Syria	Tartouss	34.8959276	35.8866517	Orange	TRUE	3/12/2018	84248.47	0.1026	6794	0.14	127.7	11.2
Plymouth	Voyager	Male	70	Ukraine	Tlumach	48.8588029	24.9968117	Violet	TRUE	24/01/2018	91156	0.584	44676.74	0.13	145.9	9.8
GMC	Yukon XL 1500	Female	46	China	Zhonghouhe	41.187621	111.062933	Violet	FALSE	30/07/2006	54671.96	0.3084	39890.02	0.09	170.9	10.8
Buick	Regal	Male	38	Venezuela	Cabimas	10.3895862	-71.4692843	Red	FALSE	26/09/2013	56136.14	0.401	38115.84	0.1	226.1	5.1
Pontiac	Grand Am	Female	42	Russia	Chaplygin	53.2408084	39.9633318	Goldenrod	TRUE	7/10/2016	34170.98	0.4191	24959.47	0.11	132.1	7.3
Audi	A4	Female	67	Indonesia	Cinunjang	-7.4250762	108.2822389	Teal	FALSE	9/3/2003	69435.94	0.083	30754.33	0.2	153.9	7.5
Mitsubishi	Pajero	Female	40	Indonesia	Gugut	-8.1807254	113.6055854	Fuscia	TRUE	30/07/2015	69945.94	0.5887	48518.98	0.15	232.8	2.6
Cadillac	Escalade EXT	Female	23	Belarus	Chervyen’	53.7117479	28.4244728	Purple	FALSE	10/12/2004	51962.54	0.0472	42458.76	0.08	200.4	12.1
Acura	MDX	Female	23	Canada	Raymond	49.44998	-112.65185	Goldenrod	TRUE	19/04/2004	66623.87	0.3628	7282.28	0.1	153.6	4.8
Ford	Bronco	Female	23	France	Grenoble	45.1934857	5.7218985	Fuscia	FALSE	23/05/2011	34611	0.6479	38035.3	0.11	152.3	4.4
Infiniti	QX	Female	69	Philippines	Rosario	14.5643857	121.1293312	Yellow	FALSE	17/03/2019	45613.64	0.4221	5831.54	0.12	170.2	3.4
Mitsubishi	RVR	Female	42	China	Lanling	34.857149	118.07065	Red	FALSE	28/12/2013	80794.44	0.5949	12134.76	0.15	194.2	6.4
Mercedes-Benz	E-Class	Female	62	Brazil	Abreu e Lima	-7.9011493	-34.8987086	Purple	TRUE	30/04/2004	36550.65	0.5757	29288.45	0.08	143	13.6
Volvo	S60	Female	69	Canada	Morris	49.35499	-97.36567	Yellow	TRUE	30/06/2012	94358.1	0.3676	31512.62	0.1	207.8	6.7
Mercedes-Benz	SL-Class	Male	38	China	Hehu	31.199997	121.461114	Blue	FALSE	8/12/2002	81294.62	0.658	27210.03	0.07	173.8	12.6
Chevrolet	Express 1500	Male	41	Czech Republic	Lelekovice	49.2914367	16.5787482	Green	FALSE	22/04/2002	25553.35	0.083	2051.48	0.03	121.9	12.1
Toyota	Highlander	Female	24	Paraguay	San José	-25.53599	-56.73246	Violet	FALSE	15/02/2017	61394.88	0.4728	4631.39	0.03	157	8.6
Ford	Focus	Male	47	China	Gangshangji	28.109598	116.527871	Teal	FALSE	11/4/2019	14152.55	0.6641	8218.26	0.02	132.4	13
Volkswagen	Eurovan	Female	26	China	Dabancheng	43.363668	88.311099	Mauv	FALSE	23/11/2015	62636.99	0.2023	14427.68	0.22	189.4	9
Chevrolet	Cavalier	Female	61	United States	Beaufort	32.34977	-80.67895	Yellow	FALSE	10/2/2011	26156.33	0.6369	15094.29	0.18	211.3	8.9
Bentley	Continental	Male	75	Greece	Skópelos	39.1251493	23.6799766	Maroon	TRUE	5/5/2012	37100.27	0.3981	27080.66	0.23	163.9	11.5
Chevrolet	Impala	Male	40	Philippines	Inayauan	10.2718373	123.8560043	Green	TRUE	10/1/2005	90018.74	0.4473	2465.29	0.2	189	6.9
Lincoln	Navigator	Male	75	Portugal	Cotovia	38.4700063	-9.1024534	Orange	FALSE	1/3/2002	34630.9	0.0555	48920.52	0.07	228.8	13.3
Infiniti	Q	Female	24	Russia	Privolzhsk	57.4167684	41.3421757	Purple	FALSE	23/10/2016	34513.78	0.3587	48038.44	0.06	205	10.2
Mazda	Millenia	Female	27	Brazil	São Gonçalo do Sapucaí	-21.8930428	-45.5939292	Indigo	TRUE	26/11/2005	47720.06	0.4625	36324.32	0.24	223.7	8.9
Cadillac	DeVille	Female	46	Russia	Ulyanovsk	54.2866841	48.2335118	Maroon	TRUE	6/1/2015	44839.69	0.4769	12766.35	0.22	149.9	8.4
Volkswagen	Eos	Male	56	Indonesia	Sidomekar	-8.2125477	113.4597505	Red	FALSE	7/8/2016	70753.17	0.2612	20763.72	0.04	169	3.9
Honda	Civic	Female	27	Sweden	Göteborg	57.7314074	12.0595845	Mauv	TRUE	11/10/2020	60359.48	0.0012	23825.25	0.07	126.1	2.1
BMW	M5	Male	62	Saudi Arabia	Unaizah	26.0833976	43.9627492	Yellow	FALSE	26/08/2012	68828.63	0.4042	34769.14	0.11	136.4	5
Scion	tC	Male	26	Japan	Katori-shi	35.8835933	140.5250401	Aquamarine	FALSE	25/06/2015	89413.4	0.6341	32208.61	0.2	177.6	9.8
Land Rover	Range Rover Sport	Male	20	France	Rouen	49.4378273	1.0974675	Pink	TRUE	14/10/2004	43859.23	0.0892	40777.52	0.24	231.7	13.7
Porsche	Boxster	Female	72	Jordan	Malk?	32.6733576	35.7517448	Crimson	TRUE	4/1/2004	49668.26	0.3479	36406.62	0.13	197.3	3
Ford	Mustang	Female	42	Niger	Tessaoua	13.7558622	7.986535	Teal	FALSE	3/3/2016	12515.71	0.0061	10122.36	0.04	204	11.6
Dodge	Ram	Male	57	China	Gaoqiaolou	27.018126	114.370929	Pink	TRUE	2/8/2003	39235.76	0.4912	24901.81	0.01	214.8	2.6
Porsche	Cayman	Male	69	Japan	Kariya	37.841046	140.5203882	Crimson	FALSE	10/8/2008	14919.1	0.3309	24047.33	0.08	135.5	2.7
Cadillac	Eldorado	Female	41	Brazil	Leme	-22.2090755	-47.3951378	Violet	TRUE	5/5/2018	41176.28	0.1688	30166.47	0.22	127.6	5.9
BMW	Z4	Male	46	Dominican Republic	Galván	18.4748726	-69.9002083	Green	TRUE	15/01/2009	34565.58	0.3347	20467.39	0.21	212.8	2.6
Saab	9-Mar	Male	33	Armenia	Mayakovski	40.2442315	44.6342209	Aquamarine	FALSE	5/9/2011	23617.04	0.0199	34432.57	0.1	229.3	8.2
Ford	Club Wagon	Male	69	Belarus	Turets-Bayary	54.3785	26.6581	Turquoise	TRUE	12/9/2004	39296.34	0.6363	47497.69	0.04	201.1	12.2
Jeep	Commander	Female	31	Ghana	Sekondi-Takoradi	4.9536104	-1.7344155	Aquamarine	FALSE	22/02/2018	85187.37	0.2283	42289.48	0.05	231.6	2.2
Volkswagen	Passat	Female	22	China	Zhanping	28.023893	116.263188	Green	TRUE	28/05/2015	20200.65	0.4545	45037.9	0.03	132.7	10.4
Dodge	D350 Club	Female	58	Brazil	Ortigueira	-24.2099688	-50.9263297	Teal	TRUE	7/4/2018	22748.51	0.4615	30542.47	0.11	133.3	6.8
Chevrolet	Avalanche 2500	Male	37	China	Yangmiao	33.2991249	117.2408191	Blue	TRUE	15/03/2017	19318.9	0.6383	46999.69	0.15	197.5	11.4
Toyota	MR2	Male	35	China	Xiabeisi	33.027777	113.546942	Pink	TRUE	24/08/2002	48058.95	0.5732	12778.22	0.02	191.3	6.4
Ford	Thunderbird	Female	62	Peru	La Curva	-17.1406793	-71.8230371	Goldenrod	FALSE	30/04/2006	64507.18	0.4212	17901.14	0.22	198.5	6.8
